subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial_x,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,account_name,industry,country,referral_source,is_trial_y,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,tenure_months,ltv_realized,churn_risk_score,risk_tier
S-d32441,A-781cc0,2024-09-19,2024-11-24,Enterprise,12,2388,28656,False,False,False,True,annual,True,Company_499,EdTech,US,organic,False,2024-12-09,budget,0.0,True,False,1.25,47042.0,,
S-7f5316,A-856b1e,2024-10-17,,Basic,19,0,0,True,False,False,False,monthly,True,Company_161,FinTech,US,partner,False,,,,,,14.03,62916.0,0.21,Low
S-bdf8bf,A-cdf020,2023-12-01,2024-09-23,Pro,31,1519,18228,False,False,False,True,monthly,True,Company_345,DevTools,AU,organic,False,2023-12-08,budget,105.26,False,False,3.75,93707.0,,
S-795878,A-5b1bcd,2024-03-19,,Enterprise,73,14527,174324,False,False,False,False,annual,True,Company_166,DevTools,US,organic,False,2024-08-07,competitor,4.45,False,False,10.71,1054821.0,,
S-2fc8fa,A-65a46c,2024-08-10,,Pro,13,637,7644,False,True,False,False,monthly,False,Company_95,HealthTech,US,event,False,,,,,,13.9,162170.0,0.19,Low
S-c508b3,A-671f31,2024-12-24,,Enterprise,59,11741,140892,False,False,False,False,annual,False,Company_137,DevTools,US,ads,False,,,,,,1.22,27518.0,0.71,High
S-42d724,A-7a0d69,2024-08-01,,Pro,4,0,0,True,False,False,False,annual,True,Company_187,DevTools,DE,ads,True,2024-07-09,features,28.95,False,False,,,,
S-bd9394,A-039727,2024-11-28,,Enterprise,64,0,0,True,True,False,False,annual,False,Company_107,EdTech,AU,organic,False,2024-12-22,pricing,46.49,False,False,1.64,39816.0,,
S-9b12da,A-702032,2024-12-13,2024-12-21,Pro,28,1372,16464,False,False,False,True,annual,True,Company_186,HealthTech,US,ads,False,2024-04-18,features,10.5,False,False,6.5,43770.0,,
S-3632aa,A-f25509,2024-05-28,,Enterprise,32,6368,76416,False,False,False,False,monthly,True,Company_92,EdTech,US,other,False,2024-06-15,pricing,0.0,False,False,2.79,77715.0,,
S-9488ec,A-1e1b80,2023-11-02,,Enterprise,50,9950,119400,False,False,False,False,annual,False,Company_416,FinTech,CA,other,False,2024-11-13,features,0.0,False,False,0.72,410689.0,,
S-f40318,A-e19ff6,2024-03-25,,Enterprise,14,0,0,True,False,False,False,annual,False,Company_411,Cybersecurity,UK,partner,False,2024-04-18,unknown,0.0,False,False,5.39,23651.0,,
S-214edb,A-558c72,2024-06-25,,Basic,77,1463,17556,False,False,False,False,monthly,True,Company_438,FinTech,US,organic,False,2024-11-28,support,43.01,False,False,17.94,57514.0,,
S-d43a40,A-4e0e85,2024-09-20,,Basic,15,0,0,True,False,False,False,annual,True,Company_409,DevTools,US,organic,False,2024-03-14,pricing,0.0,False,False,2.27,30942.0,,
S-565c4b,A-7920cc,2023-11-27,,Basic,39,741,8892,False,False,False,False,annual,True,Company_412,Cybersecurity,FR,ads,False,,,,,,13.27,264996.0,0.21,Low
S-1ebe39,A-0651a4,2024-11-02,,Enterprise,19,3781,45372,False,False,False,False,annual,True,Company_255,HealthTech,FR,organic,False,2024-12-25,support,0.0,False,False,1.22,63838.0,,
S-dc3bbc,A-80eeb6,2024-09-18,,Pro,25,1225,14700,False,False,False,False,annual,True,Company_402,Cybersecurity,UK,organic,False,2023-10-19,features,0.0,False,False,5.35,563449.0,,
S-937207,A-8bde0c,2024-12-28,,Enterprise,12,2388,28656,False,False,False,False,monthly,True,Company_287,DevTools,US,organic,False,2024-11-28,features,0.0,False,False,0.79,28299.0,,
S-14c8b9,A-aa9511,2023-11-29,,Enterprise,33,6567,78804,False,False,False,False,monthly,True,Company_203,DevTools,US,other,True,2023-10-17,competitor,0.0,False,False,,,,
S-fd648e,A-396e5f,2024-10-29,,Pro,37,1813,21756,False,False,False,False,annual,False,Company_30,Cybersecurity,CA,other,False,2024-11-30,features,0.0,False,False,1.94,20990.0,,
S-3b3fac,A-7641d3,2024-11-21,,Basic,10,190,2280,False,False,False,False,annual,True,Company_429,EdTech,US,partner,True,2024-06-07,unknown,96.35,False,False,,,,
S-561850,A-0a62f5,2024-10-23,,Pro,16,784,9408,False,False,False,False,annual,True,Company_381,FinTech,UK,partner,False,2024-10-10,features,0.0,False,False,0.53,12785.0,,
S-2ded36,A-a1b80b,2024-09-08,,Enterprise,16,3184,38208,False,True,False,False,annual,True,Company_184,HealthTech,US,organic,False,,,,,,13.14,205002.0,0.39,Low
S-6904e6,A-39b19f,2023-02-23,,Pro,16,784,9408,False,False,False,False,monthly,True,Company_176,FinTech,US,partner,False,2023-03-11,unknown,0.0,False,False,1.18,146548.0,,
S-07f282,A-88c6ca,2024-11-19,,Enterprise,5,995,11940,False,False,False,False,monthly,True,Company_179,FinTech,DE,ads,False,,,,,,2.2,6751.0,0.6,Medium
S-343743,A-2d1036,2024-08-25,,Pro,69,3381,40572,False,False,False,False,annual,True,Company_399,FinTech,US,ads,False,2024-10-19,budget,0.0,True,False,4.17,224057.0,,
S-d92159,A-b30291,2024-12-22,,Pro,5,245,2940,False,False,False,False,annual,True,Company_344,HealthTech,US,event,True,2024-09-03,competitor,277.54,False,True,,,,
S-a9916f,A-054577,2024-05-18,,Pro,7,343,4116,False,False,False,False,annual,True,Company_455,EdTech,UK,ads,False,,,,,,8.11,111138.0,0.47,Medium
S-ec690c,A-328bd0,2023-10-11,,Basic,18,342,4104,False,False,False,False,annual,True,Company_237,HealthTech,AU,partner,False,,,,,,19.55,121456.0,0.06,Low
S-ee2669,A-e43bf7,2024-12-29,,Enterprise,44,8756,105072,False,False,False,False,annual,True,Company_215,Cybersecurity,AU,other,False,2023-06-24,pricing,0.0,False,False,3.02,441466.0,,
S-e6cfc1,A-1e6fc3,2024-01-11,2024-04-02,Basic,1,0,0,True,False,False,True,annual,True,Company_434,EdTech,FR,other,False,2024-03-20,pricing,0.0,False,False,3.45,1923.0,,
S-195f9b,A-92a333,2024-02-08,,Pro,14,686,8232,False,False,False,False,annual,True,Company_116,FinTech,US,event,False,,,,,,21.29,118933.0,0.18,Low
S-704b48,A-a7bd4b,2023-11-15,2024-10-10,Enterprise,15,0,0,True,False,False,True,annual,False,Company_363,Cybersecurity,US,ads,False,2024-10-15,features,0.0,False,False,19.97,47108.0,,
S-a1d67e,A-bbc346,2024-12-20,,Pro,20,980,11760,False,False,False,False,annual,False,Company_138,FinTech,US,partner,False,2024-10-31,competitor,0.0,True,False,2.07,75530.0,,
S-55a3e4,A-f5641b,2024-12-21,,Pro,31,1519,18228,False,False,False,False,annual,False,Company_382,EdTech,US,other,False,2024-06-17,features,0.0,False,False,0.69,119786.0,,
S-ffd591,A-157070,2024-02-11,2024-04-15,Basic,17,323,3876,False,True,False,True,monthly,True,Company_85,FinTech,US,ads,False,2024-12-27,features,0.0,False,False,1.91,141242.0,,
S-f0972b,A-b7b7b7,2024-09-02,,Enterprise,27,5373,64476,False,False,False,False,monthly,True,Company_338,FinTech,US,event,False,,,,,,6.04,85216.0,0.42,Medium
S-65491f,A-039727,2024-11-12,,Pro,25,1225,14700,False,False,False,False,monthly,False,Company_107,EdTech,AU,organic,False,2024-12-22,pricing,46.49,False,False,1.64,39816.0,,
S-ad26e3,A-c37601,2024-11-04,2024-12-09,Pro,6,0,0,True,False,False,True,monthly,False,Company_48,EdTech,US,partner,True,2024-12-17,support,0.0,False,False,,,,
S-53fa80,A-462d45,2024-08-05,,Enterprise,14,2786,33432,False,False,False,False,monthly,True,Company_13,Cybersecurity,US,partner,True,2024-05-17,competitor,0.0,False,False,,,,
S-592443,A-c1dfe1,2024-05-01,,Enterprise,26,5174,62088,False,False,True,False,monthly,False,Company_53,DevTools,DE,ads,False,2024-06-06,features,0.0,False,False,1.48,153324.0,,
S-6c6e91,A-2bc93d,2024-04-16,,Pro,31,1519,18228,False,False,False,False,monthly,True,Company_43,HealthTech,US,event,False,2023-08-10,pricing,0.0,False,False,4.89,324883.0,,
S-c17a35,A-1ac5e0,2024-11-25,,Pro,33,1617,19404,False,False,False,False,monthly,False,Company_126,DevTools,US,event,False,,,,,,2.37,29700.0,0.49,Medium
S-3a79ac,A-f92792,2024-11-15,,Basic,4,0,0,True,False,False,False,monthly,True,Company_67,FinTech,US,ads,False,,,,,,5.91,65534.0,0.49,Medium
S-2f138c,A-ce66f8,2024-07-27,,Pro,29,1421,17052,False,False,False,False,annual,True,Company_17,EdTech,CA,event,False,,,,,,16.29,63530.0,0.21,Low
S-d2b5db,A-db5e9e,2024-12-09,,Pro,13,0,0,True,False,False,False,annual,False,Company_442,DevTools,US,partner,False,2024-12-29,pricing,0.0,False,False,1.64,8176.0,,
S-b6c0a0,A-443b7c,2024-11-01,,Basic,3,57,684,False,False,False,False,monthly,True,Company_280,Cybersecurity,US,other,False,,,,,,3.81,67219.0,0.57,Medium
S-770018,A-149a69,2024-12-14,,Enterprise,34,6766,81192,False,False,False,False,annual,False,Company_302,DevTools,US,event,False,2024-12-04,pricing,0.0,True,False,1.58,6446.0,,
S-18f7e5,A-2789e3,2024-12-04,,Enterprise,30,5970,71640,False,False,False,False,annual,True,Company_268,FinTech,US,partner,False,,,,,,3.55,37398.0,0.74,High
S-80632f,A-068fc6,2024-07-06,,Pro,35,1715,20580,False,False,False,False,monthly,False,Company_465,EdTech,US,event,False,,,,,,17.51,134484.0,0.17,Low
S-c0e639,A-7920cc,2024-01-07,,Pro,50,0,0,True,False,False,False,annual,True,Company_412,Cybersecurity,FR,ads,False,,,,,,13.27,264996.0,0.21,Low
S-63606e,A-7a0d69,2024-09-28,,Pro,4,196,2352,False,True,False,False,monthly,True,Company_187,DevTools,DE,ads,True,2024-07-09,features,28.95,False,False,,,,
S-038c7d,A-712426,2024-11-10,,Basic,9,0,0,True,False,False,False,monthly,True,Company_155,HealthTech,US,other,False,2024-11-21,pricing,0.0,True,False,0.36,11782.0,,
S-0c03b0,A-39b19f,2023-11-23,,Pro,36,1764,21168,False,False,False,False,monthly,False,Company_176,FinTech,US,partner,False,2023-03-11,unknown,0.0,False,False,1.18,146548.0,,
S-18f829,A-a33200,2024-11-16,,Pro,36,1764,21168,False,True,False,False,annual,True,Company_352,HealthTech,US,partner,False,2024-10-07,features,21.61,True,False,0.72,59179.0,,
S-4bfa1d,A-ce550d,2024-12-21,2024-12-30,Pro,35,1715,20580,False,False,False,True,monthly,True,Company_4,HealthTech,US,event,False,2024-12-28,budget,0.0,True,False,2.04,62121.0,,
S-c657b6,A-7c5768,2024-03-05,,Enterprise,5,995,11940,False,False,False,False,annual,True,Company_407,HealthTech,UK,event,False,,,,,,9.99,14633.0,0.39,Low
S-8b721c,A-8b25f2,2024-09-14,,Enterprise,28,5572,66864,False,False,False,False,annual,True,Company_96,Cybersecurity,US,ads,False,,,,,,10.45,42882.0,0.34,Low
S-290ee5,A-68f37c,2024-03-26,,Basic,67,1273,15276,False,False,False,False,annual,True,Company_202,HealthTech,US,ads,False,2024-02-08,competitor,0.0,False,False,6.83,407182.0,,
S-f6f1e1,A-337bc1,2024-08-09,,Basic,40,760,9120,False,True,False,False,annual,True,Company_424,Cybersecurity,US,organic,True,2023-10-21,support,0.0,False,False,,,,
S-597873,A-05f0e5,2024-07-09,,Enterprise,32,6368,76416,False,False,False,False,monthly,True,Company_40,FinTech,US,partner,False,2024-11-25,features,72.19,True,False,8.38,362449.0,,
S-e50d84,A-0baac2,2024-12-11,,Enterprise,14,2786,33432,False,False,False,False,annual,True,Company_264,FinTech,DE,organic,False,2024-12-24,unknown,68.65,False,False,1.51,39524.0,,
S-9ed535,A-4f18f0,2024-10-04,,Enterprise,24,4776,57312,False,False,False,False,annual,True,Company_145,DevTools,CA,other,True,2024-12-01,features,0.0,False,False,,,,
S-e66f1a,A-fa2041,2024-07-16,,Basic,20,0,0,True,False,False,False,monthly,True,Company_211,HealthTech,US,organic,True,2024-07-13,competitor,0.0,False,False,,,,
S-c8ba3e,A-5b4ebb,2024-09-22,,Basic,21,399,4788,False,False,False,False,annual,True,Company_69,Cybersecurity,UK,other,True,,,,,,,,,
S-755e1b,A-e4144b,2024-12-18,,Pro,41,2009,24108,False,False,False,False,annual,True,Company_316,EdTech,UK,other,False,,,,,,2.3,41394.0,0.5,Medium
S-5cba26,A-8b25f2,2024-07-30,,Basic,6,114,1368,False,False,False,False,monthly,True,Company_96,Cybersecurity,US,ads,False,,,,,,10.45,42882.0,0.34,Low
S-579a24,A-32fb14,2024-09-04,,Basic,26,494,5928,False,True,False,False,monthly,False,Company_25,DevTools,US,event,False,2023-08-19,budget,0.0,False,False,5.42,38240.0,,
S-e561b9,A-d26ab4,2024-11-13,2024-11-30,Pro,18,882,10584,False,False,True,True,monthly,True,Company_497,DevTools,UK,organic,False,2024-12-26,pricing,86.02,False,False,1.61,17756.0,,
S-8ae804,A-0dbdc6,2024-05-05,,Enterprise,50,9950,119400,False,False,False,False,monthly,True,Company_366,Cybersecurity,DE,other,False,2024-04-14,pricing,175.02,False,False,9.43,122762.0,,
S-d97ff1,A-7d514c,2024-03-20,,Basic,17,323,3876,False,False,False,False,monthly,True,Company_119,HealthTech,DE,organic,False,,,,,,10.91,105370.0,0.36,Low
S-bb8429,A-dbc825,2024-04-27,,Pro,19,931,11172,False,False,False,False,annual,True,Company_252,EdTech,FR,partner,False,2024-01-14,features,0.0,False,False,0.23,215226.0,,
S-78ba09,A-f97b9a,2024-11-30,,Pro,54,2646,31752,False,True,False,False,annual,False,Company_159,FinTech,US,event,False,,,,,,17.77,146575.0,0.2,Low
S-979365,A-bb2f49,2023-06-29,,Pro,68,3332,39984,False,False,True,False,monthly,True,Company_356,Cybersecurity,US,other,False,,,,,,19.15,239491.0,0.13,Low
S-b96ee3,A-c16b88,2024-12-20,,Basic,23,437,5244,False,False,False,False,monthly,True,Company_431,HealthTech,US,event,False,2024-06-01,competitor,0.0,True,False,5.98,69390.0,,
S-70cc83,A-313be3,2024-12-16,,Pro,47,2303,27636,False,False,False,False,monthly,True,Company_136,EdTech,US,partner,True,2024-03-23,features,43.03,False,False,,,,
S-3b29ea,A-c37cab,2024-11-26,,Basic,13,247,2964,False,False,False,False,monthly,False,Company_278,Cybersecurity,UK,event,False,2024-10-27,pricing,4.03,False,False,2.96,83348.0,,
S-8ff318,A-e7beab,2024-12-23,2024-12-29,Pro,5,245,2940,False,False,False,True,monthly,True,Company_458,EdTech,DE,organic,False,2024-04-25,features,0.0,False,True,6.18,76276.0,,
S-0509b8,A-e351e1,2024-12-26,2024-12-29,Basic,33,627,7524,False,False,False,True,annual,True,Company_62,EdTech,US,other,False,2024-10-24,budget,0.0,False,False,0.92,7894.0,,
S-95cf94,A-1ac5e0,2024-10-24,,Basic,33,627,7524,False,False,False,False,annual,True,Company_126,DevTools,US,event,False,,,,,,2.37,29700.0,0.49,Medium
S-7da02b,A-f44180,2023-05-20,2023-12-19,Enterprise,89,17711,212532,False,False,False,True,annual,True,Company_376,Cybersecurity,UK,event,False,2023-04-29,competitor,38.15,False,False,2.46,259598.0,,
S-07ff57,A-c608c8,2024-03-11,,Pro,58,2842,34104,False,False,False,False,monthly,False,Company_199,DevTools,DE,ads,False,2024-06-04,support,0.0,False,False,13.27,64577.0,,
S-a0ba0c,A-eb1312,2024-12-18,,Basic,42,798,9576,False,False,False,False,monthly,True,Company_322,FinTech,US,partner,False,2024-09-28,unknown,0.0,False,False,0.39,25716.0,,
S-b250cc,A-029f69,2024-11-08,,Enterprise,3,597,7164,False,True,False,False,annual,True,Company_129,Cybersecurity,CA,event,False,2024-12-14,competitor,32.73,False,False,3.35,58553.0,,
S-d11e9f,A-186a44,2024-08-10,,Basic,20,380,4560,False,False,False,False,monthly,True,Company_101,HealthTech,US,ads,False,,,,,,16.82,60085.0,0.26,Low
S-24a63d,A-712533,2023-11-23,,Basic,36,684,8208,False,False,False,False,annual,True,Company_498,EdTech,US,organic,False,2024-07-18,unknown,0.0,True,False,11.6,93053.0,,
S-aba835,A-5b1bcd,2023-09-23,2024-11-02,Basic,73,1387,16644,False,False,False,True,annual,True,Company_166,DevTools,US,organic,False,2024-08-07,competitor,4.45,False,False,10.71,1054821.0,,
S-a0c517,A-7f6b86,2023-10-24,,Pro,59,2891,34692,False,True,False,False,monthly,True,Company_299,HealthTech,US,partner,True,2024-07-10,pricing,5.27,False,False,,,,
S-c3cb12,A-ce550d,2024-11-01,,Enterprise,54,10746,128952,False,False,False,False,annual,False,Company_4,HealthTech,US,event,False,2024-12-28,budget,0.0,True,False,2.04,62121.0,,
S-a88726,A-a33200,2024-11-30,,Basic,29,551,6612,False,False,False,False,annual,True,Company_352,HealthTech,US,partner,False,2024-10-07,features,21.61,True,False,0.72,59179.0,,
S-d7ae8c,A-72799b,2023-12-28,,Basic,20,380,4560,False,True,False,False,monthly,True,Company_394,DevTools,FR,event,False,2024-05-05,pricing,0.0,True,False,5.72,111409.0,,
S-86fd71,A-0651a4,2024-10-27,,Enterprise,60,11940,143280,False,False,False,False,annual,True,Company_255,HealthTech,FR,organic,False,2024-12-25,support,0.0,False,False,1.22,63838.0,,
S-cac22d,A-19b2c8,2023-08-06,,Basic,20,380,4560,False,False,False,False,annual,True,Company_476,DevTools,IN,other,False,2024-08-16,pricing,0.0,False,False,14.36,217582.0,,
S-f463d3,A-acb7f7,2024-03-24,,Enterprise,32,6368,76416,False,True,False,False,monthly,True,Company_330,EdTech,US,ads,False,2024-03-21,competitor,0.0,True,False,2.46,236179.0,,
S-6ceec5,A-7e0a10,2024-07-24,,Basic,46,874,10488,False,False,False,False,annual,True,Company_64,FinTech,US,ads,False,2024-09-26,budget,0.0,False,False,10.28,244566.0,,
S-9220c9,A-417d2f,2024-06-23,,Pro,4,196,2352,False,False,False,False,monthly,True,Company_285,Cybersecurity,IN,partner,True,2024-12-30,budget,0.0,False,False,,,,
S-d97185,A-592832,2024-12-22,,Pro,37,1813,21756,False,False,False,False,annual,True,Company_10,Cybersecurity,US,organic,False,2024-10-04,support,22.66,False,False,0.3,70571.0,,
S-0e3b42,A-cb5333,2024-06-02,2024-06-12,Pro,33,1617,19404,False,False,True,True,annual,False,Company_370,DevTools,US,ads,False,2024-08-11,features,0.0,False,False,4.53,110585.0,,
S-1ad0ca,A-ed510f,2024-04-09,,Enterprise,42,8358,100296,False,False,False,False,annual,True,Company_361,Cybersecurity,IN,partner,False,2023-05-05,budget,0.0,False,False,3.55,287213.0,,
S-21e372,A-4e960a,2024-09-23,,Basic,12,228,2736,False,False,False,False,monthly,True,Company_277,FinTech,US,other,True,,,,,,,,,
S-05624a,A-c37cab,2024-10-26,,Pro,13,637,7644,False,False,False,False,annual,True,Company_278,Cybersecurity,UK,event,False,2024-10-27,pricing,4.03,False,False,2.96,83348.0,,
S-44a7c3,A-50f3f7,2024-10-23,,Enterprise,31,6169,74028,False,False,False,False,monthly,True,Company_140,HealthTech,US,partner,False,,,,,,12.32,174299.0,0.36,Low
S-a9e864,A-44dc83,2024-09-24,,Basic,17,0,0,True,False,False,False,annual,True,Company_35,EdTech,FR,other,False,2024-11-29,unknown,98.48,False,True,6.6,2554.0,,
S-5e558a,A-10b8f2,2023-10-07,,Enterprise,47,9353,112236,False,False,False,False,annual,True,Company_151,HealthTech,DE,organic,True,2024-06-04,support,0.0,True,False,,,,
S-ea5984,A-977ca0,2023-02-20,,Enterprise,6,1194,14328,False,False,False,False,annual,True,Company_232,HealthTech,IN,partner,False,,,,,,22.34,388606.0,0.17,Low
S-d6d433,A-5247b3,2024-06-14,2024-11-19,Basic,16,0,0,True,False,False,True,annual,True,Company_375,FinTech,UK,partner,True,2024-10-16,pricing,0.0,False,False,,,,
S-d93967,A-075038,2024-01-11,,Pro,50,2450,29400,False,False,False,False,monthly,False,Company_397,HealthTech,UK,ads,False,2024-09-05,features,6.38,False,False,15.83,158466.0,,
S-0e8ae2,A-4814a3,2024-11-24,,Pro,87,0,0,True,False,False,False,monthly,True,Company_337,Cybersecurity,IN,event,False,2024-11-25,pricing,0.0,False,False,2.27,145464.0,,
S-5eb846,A-2789e3,2024-12-10,,Pro,11,539,6468,False,False,False,False,monthly,False,Company_268,FinTech,US,partner,False,,,,,,3.55,37398.0,0.74,High
S-472fda,A-883b7d,2024-08-19,,Pro,27,1323,15876,False,False,False,False,annual,True,Company_313,Cybersecurity,IN,other,False,,,,,,9.13,146426.0,0.48,Medium
S-afc4cb,A-86fc1d,2024-10-16,,Basic,26,494,5928,False,False,False,False,monthly,True,Company_328,DevTools,UK,partner,False,2024-08-12,support,0.0,True,False,0.56,45206.0,,
S-a69aed,A-0b0d6d,2024-12-30,,Basic,3,57,684,False,False,False,False,monthly,True,Company_267,DevTools,US,organic,False,2024-12-31,competitor,0.0,False,False,0.03,26793.0,,
S-41f762,A-faa28c,2024-02-15,,Basic,48,0,0,True,False,False,False,monthly,True,Company_91,HealthTech,US,organic,False,2024-08-20,features,0.0,False,False,3.78,269394.0,,
S-853f5d,A-bcf664,2023-12-01,,Basic,13,247,2964,False,False,False,False,monthly,True,Company_248,DevTools,US,other,False,2024-08-08,competitor,0.0,False,False,14.68,81696.0,,
S-35a22f,A-b07b56,2024-12-19,,Pro,34,1666,19992,False,False,False,False,annual,True,Company_292,DevTools,US,event,False,2024-12-24,budget,0.0,False,False,1.51,17667.0,,
S-fd04d6,A-b07346,2024-12-28,,Enterprise,51,0,0,True,False,False,False,annual,True,Company_269,HealthTech,US,partner,False,2024-11-12,budget,0.0,False,False,1.08,34027.0,,
S-5ed35a,A-32fb14,2024-03-16,2024-04-21,Basic,47,893,10716,False,False,False,True,monthly,True,Company_25,DevTools,US,event,False,2023-08-19,budget,0.0,False,False,5.42,38240.0,,
S-2ddf94,A-19b2c8,2024-01-05,,Enterprise,20,3980,47760,False,False,False,False,annual,False,Company_476,DevTools,IN,other,False,2024-08-16,pricing,0.0,False,False,14.36,217582.0,,
S-02be35,A-e08cd3,2024-10-01,2024-12-21,Pro,67,3283,39396,False,False,False,True,monthly,True,Company_475,FinTech,US,ads,True,2024-09-21,competitor,0.0,False,False,,,,
S-6e0edc,A-a1b80b,2024-09-07,,Enterprise,16,3184,38208,False,False,False,False,annual,True,Company_184,HealthTech,US,organic,False,,,,,,13.14,205002.0,0.39,Low
S-01990c,A-d62e02,2024-11-22,,Enterprise,16,3184,38208,False,False,False,False,monthly,True,Company_420,Cybersecurity,US,partner,False,,,,,,4.37,35777.0,0.55,Medium
S-28eb12,A-d535f6,2024-11-20,,Pro,12,588,7056,False,False,False,False,monthly,False,Company_421,DevTools,US,organic,True,2024-11-26,features,0.0,False,False,,,,
S-5e06b2,A-5247b3,2024-04-17,,Pro,16,0,0,True,False,False,False,monthly,True,Company_375,FinTech,UK,partner,True,2024-10-16,pricing,0.0,False,False,,,,
S-a01aad,A-5f7781,2024-10-14,,Enterprise,22,4378,52536,False,False,False,False,monthly,True,Company_483,DevTools,US,other,False,2024-12-25,pricing,0.0,False,False,4.17,26717.0,,
S-e42331,A-94f8c9,2024-07-25,,Enterprise,23,0,0,True,False,False,False,annual,True,Company_51,HealthTech,US,other,False,2024-05-02,budget,0.0,False,False,1.12,90462.0,,
S-36ee88,A-fabe19,2024-11-23,,Enterprise,31,6169,74028,False,False,False,False,monthly,True,Company_97,DevTools,UK,ads,False,,,,,,1.64,22129.0,0.68,High
S-b147b9,A-fce879,2024-12-13,,Basic,21,399,4788,False,False,False,False,annual,True,Company_291,EdTech,UK,partner,True,2024-12-03,features,0.0,True,False,,,,
S-fc44ed,A-f5641b,2024-05-23,,Enterprise,31,6169,74028,False,False,False,False,annual,True,Company_382,EdTech,US,other,False,2024-06-17,features,0.0,False,False,0.69,119786.0,,
S-3ee7c3,A-cdf020,2024-04-06,2024-11-10,Enterprise,23,4577,54924,False,False,False,True,monthly,False,Company_345,DevTools,AU,organic,False,2023-12-08,budget,105.26,False,False,3.75,93707.0,,
S-7a9d40,A-157070,2024-12-18,2024-12-26,Basic,38,722,8664,False,False,False,True,annual,True,Company_85,FinTech,US,ads,False,2024-12-27,features,0.0,False,False,1.91,141242.0,,
S-53d6be,A-993085,2024-05-11,,Enterprise,31,0,0,True,False,False,False,monthly,True,Company_258,HealthTech,US,ads,True,2024-01-21,features,0.0,False,False,,,,
S-dbd6b9,A-cea1f0,2024-11-19,,Pro,8,0,0,True,False,False,False,annual,True,Company_273,FinTech,US,event,False,,,,,,8.8,24123.0,0.31,Low
S-e63c67,A-1f7acb,2024-07-03,,Pro,64,3136,37632,False,False,False,False,annual,True,Company_281,FinTech,UK,ads,True,,,,,,,,,
S-82eb3e,A-49b828,2024-07-18,,Enterprise,6,1194,14328,False,False,False,False,annual,False,Company_391,FinTech,IN,ads,False,,,,,,19.91,297277.0,0.14,Low
S-5a18e5,A-3d957b,2024-08-05,,Enterprise,14,2786,33432,False,True,False,False,monthly,True,Company_311,HealthTech,UK,other,False,2024-05-05,budget,0.0,False,False,1.02,40178.0,,
S-193d88,A-4437e4,2024-10-12,,Enterprise,6,1194,14328,False,True,True,False,annual,True,Company_192,Cybersecurity,US,event,False,2024-06-21,features,0.0,False,False,9.17,95594.0,,
S-29b014,A-a1b80b,2024-07-15,,Pro,36,1764,21168,False,False,False,False,annual,True,Company_184,HealthTech,US,organic,False,,,,,,13.14,205002.0,0.39,Low
S-7ce677,A-2e4581,2024-10-20,,Pro,9,441,5292,False,False,False,False,monthly,True,Company_0,EdTech,US,partner,False,2024-11-23,budget,0.0,False,False,1.25,15574.0,,
S-7f7e38,A-bb1486,2024-11-13,,Pro,42,2058,24696,False,False,False,False,monthly,True,Company_265,HealthTech,US,organic,False,2024-11-21,budget,0.0,False,False,0.53,20611.0,,
S-c5723e,A-544d0a,2024-06-27,,Basic,11,209,2508,False,False,False,False,annual,True,Company_153,DevTools,US,organic,True,,,,,,,,,
S-388190,A-d40bf7,2024-12-27,,Enterprise,59,11741,140892,False,False,False,False,annual,False,Company_11,FinTech,IN,organic,False,,,,,,1.74,54280.0,0.69,High
S-da0fb6,A-d77f4c,2024-07-04,,Enterprise,55,10945,131340,False,False,False,False,monthly,True,Company_470,DevTools,US,partner,True,2024-10-03,unknown,0.0,False,True,,,,
S-95c467,A-c37601,2024-11-02,,Pro,10,490,5880,False,False,False,False,annual,True,Company_48,EdTech,US,partner,True,2024-12-17,support,0.0,False,False,,,,
S-15a058,A-9208f0,2023-09-29,2024-04-03,Pro,2,98,1176,False,False,False,True,monthly,True,Company_79,EdTech,US,organic,False,2023-11-18,features,0.0,False,False,6.27,53290.0,,
S-67474a,A-7d514c,2024-06-13,,Pro,17,833,9996,False,False,False,False,monthly,True,Company_119,HealthTech,DE,organic,False,,,,,,10.91,105370.0,0.36,Low
S-8c767b,A-b07b56,2024-12-03,2024-12-09,Enterprise,29,0,0,True,False,False,True,monthly,True,Company_292,DevTools,US,event,False,2024-12-24,budget,0.0,False,False,1.51,17667.0,,
S-5bde76,A-cb5333,2024-09-08,,Pro,33,1617,19404,False,False,False,False,monthly,True,Company_370,DevTools,US,ads,False,2024-08-11,features,0.0,False,False,4.53,110585.0,,
S-746e1b,A-90a8c8,2024-09-17,,Enterprise,73,14527,174324,False,False,False,False,annual,True,Company_249,FinTech,AU,organic,False,2024-08-29,support,0.0,False,False,0.16,76544.0,,
S-460deb,A-832ec2,2024-11-27,,Enterprise,22,4378,52536,False,True,False,False,annual,False,Company_19,FinTech,UK,event,True,2023-12-19,unknown,0.0,False,False,,,,
S-62af97,A-05f0e5,2023-06-30,,Pro,46,2254,27048,False,False,False,False,annual,False,Company_40,FinTech,US,partner,False,2024-11-25,features,72.19,True,False,8.38,362449.0,,
